县,年末总人口,行政区域土地面积（平方公里）,地区生产总值（万元）,第一产业增加值（万元）,第二产业增加值（万元）,第三产业增加值（万元）,地方财政一般预算收入（万元）（2003年及之前为“地方财政预算内收入”）,地方财政一般预算支出（万元）（2003年及之前为“财政总支出”）,各项税收（万元）,城乡居民储蓄存款余额（万元）,人均地区生产总值（元/人）,规模以上工业总产值（现价）（万元）,adcode,province,city,district
长子县,36.7,1029.0,1745969.0,132566.0,1125158.0,488245.0,152987.0,292530.0,,1170368.0,46528.0,,140428.0,山西省,长治市,长子县
壶关县,30.1,1008.0,542722.0,56989.0,189617.0,296116.0,22505.0,240115.0,,843744.0,17832.0,,140427.0,山西省,长治市,壶关县
平顺县,15.14,1510.0,231964.0,27019.0,58861.0,146084.0,11439.0,232813.0,,401779.0,15233.0,,140425.0,山西省,长治市,平顺县
黎城县,16.31,1113.0,307507.0,27340.0,78276.0,201891.0,21301.0,141586.0,,646376.0,18634.0,,140426.0,山西省,长治市,黎城县
武乡县,18.59,1615.0,602400.0,40811.0,254457.0,307132.0,49566.0,196056.0,,701474.0,32121.0,,140429.0,山西省,长治市,武乡县
襄垣县,28.06,1178.0,2161939.0,59769.0,1451620.0,650550.0,175817.0,278851.0,,1919697.0,76694.0,,140423.0,山西省,长治市,襄垣县
沁县,17.93,1320.0,314853.0,56336.0,61618.0,196899.0,11239.0,150547.0,,505837.0,17094.0,,140430.0,山西省,长治市,沁县
沁源县,16.45,2549.0,1292841.0,25005.0,887446.0,380390.0,131375.0,197903.0,,599127.0,78378.0,,140431.0,山西省,长治市,沁源县
阳城县,39.49,1917.0,2174663.0,87768.0,1266668.0,820227.0,191086.0,345548.0,,1807628.0,55027.572,,140522.0,山西省,晋城市,阳城县
高平市,49.95,980.0,2293324.0,125217.0,1198027.0,970080.0,220392.0,406240.0,,2385366.0,46074.287,,140581.0,山西省,晋城市,高平市
沁水县,21.81,2658.0,2193655.0,74875.0,1629856.0,488924.0,188270.0,280735.0,,891281.0,100756.22,,140521.0,山西省,晋城市,沁水县
陵川县,23.75,1751.0,441200.0,51463.0,89277.0,300460.0,18860.0,207562.0,,790308.0,18620.543,,140524.0,山西省,晋城市,陵川县
晋城市城区,50.4797,,,,,,,,,,68150.26914,,140502.0,山西省,晋城市,城区
泽州县,49.82,2024.0,3017688.0,134163.0,2138420.0,745105.0,235833.0,387298.0,,974651.0,60752.711,,140525.0,山西省,晋城市,泽州县
朔州市朔城区,52.93,,3144883.0,76382.0,694109.0,2374392.0,80150.0,257244.0,,,59553.0,,140602.0,山西省,朔州市,朔城区
朔州市平鲁区,21.26,,2178921.0,54968.0,1352088.0,771865.0,126809.0,227104.0,,,102787.0,,140603.0,山西省,朔州市,平鲁区
山阴县,24.8,1651.0,1367682.0,98340.0,522080.0,747262.0,150077.0,257066.0,,1510538.0,54883.0,,140621.0,山西省,朔州市,山阴县
怀仁市,33.94,1234.0,2280757.0,122647.0,1172835.0,985275.0,130571.0,294286.0,,2349563.0,66744.0,,140681.0,山西省,朔州市,怀仁市
应县,33.92,1708.0,709067.0,161763.0,79693.0,467611.0,17757.0,229128.0,,1085157.0,20838.0,,140622.0,山西省,朔州市,应县
右玉县,11.61,1969.0,914475.0,68862.0,408568.0,437045.0,44089.0,187608.0,,603502.0,78543.0,,140623.0,山西省,朔州市,右玉县
五台县,30.72,2428.0,519200.0,54800.0,124800.0,339600.0,23786.0,254837.0,,1559700.0,18965.973,,140922.0,山西省,忻州市,五台县
静乐县,16.19,2058.0,349874.0,37458.0,137064.0,175352.0,28748.0,257018.0,,418493.0,21820.0,,140926.0,山西省,忻州市,静乐县
河曲县,15.0,1317.0,1087626.0,36900.0,683200.0,367526.0,100695.0,164940.0,,1124464.0,72098.916,,140930.0,山西省,忻州市,河曲县
神池县,10.93,1471.0,310345.0,119206.0,42677.0,148462.0,16908.0,125254.0,,455135.0,25560.53,,140927.0,山西省,忻州市,神池县
五寨县,11.14,1388.0,308116.0,49842.0,16601.0,241673.0,26548.0,154688.0,,708376.0,27223.387,,140928.0,山西省,忻州市,五寨县
繁峙县,27.72,2373.0,718846.0,65000.0,344511.0,309335.0,31349.0,235591.0,,1355641.0,26007.622,,140924.0,山西省,忻州市,繁峙县
岢岚县,8.71,1984.0,333369.0,46016.0,71885.0,215468.0,18594.0,156446.0,,445843.0,37555.764,,140929.0,山西省,忻州市,岢岚县
偏关县,11.59,1685.0,343168.0,38220.0,165607.0,139341.0,21101.0,200470.0,,500355.0,29473.5,,140932.0,山西省,忻州市,偏关县
代县,22.1,1729.0,678907.0,36200.0,394809.0,247898.0,34018.0,189013.0,,1450489.0,30461.464,,140923.0,山西省,忻州市,代县
原平市,50.71,2550.0,1434553.0,139300.0,727853.0,567400.0,85100.0,289900.0,,2605532.0,28130.516,,140981.0,山西省,忻州市,原平市
忻州市忻府区,56.73,,1800619.9,87590.5,487714.0,1225315.4,60002.0,239886.0,,,31746.551,,140902.0,山西省,忻州市,忻府区
定襄县,22.54,851.0,525654.0,54257.0,259890.0,211507.0,22309.0,154991.0,,850779.0,23091.366,,140921.0,山西省,忻州市,定襄县
宁武县,16.61,1936.0,677422.0,27092.0,382600.0,267730.0,91259.0,252303.0,,908620.0,40441.434,,140925.0,山西省,忻州市,宁武县
保德县,16.59,998.0,837231.0,43451.0,513305.0,280475.0,81467.0,211210.0,,945741.0,50209.258,,140931.0,山西省,忻州市,保德县
晋中市榆次区,67.19,,3075352.0,139585.0,862221.0,2073546.0,141628.0,369655.0,,,45732.658,,140702.0,山西省,晋中市,榆次区
晋中市太谷区,31.34,1046.0,1030757.0,210368.0,230044.0,590345.0,62021.0,240727.0,,1937619.0,32744.0,,140703.0,山西省,晋中市,太谷区
祁县,27.59,854.0,887946.0,202318.0,178780.0,506848.0,51097.0,207566.0,,1263199.0,31631.141,,140727.0,山西省,晋中市,祁县
平遥县,52.55,1254.0,1159574.0,122923.0,316543.0,720108.0,78614.0,373766.0,,1913160.0,21999.466,,140728.0,山西省,晋中市,平遥县
介休市,42.71,741.0,2448783.0,52208.0,1583108.0,813467.0,213026.0,326452.0,,2784829.0,57445.081,,140781.0,山西省,晋中市,介休市
灵石县,27.48,1202.0,2339489.0,40771.0,1532518.0,766200.0,201279.0,265059.0,,2323067.0,85267.0,,140729.0,山西省,晋中市,灵石县
寿阳县,21.38,2110.0,1252299.0,127144.0,701370.0,423785.0,127226.0,240283.0,,1339699.0,57256.0,,140725.0,山西省,晋中市,寿阳县
昔阳县,23.09,1946.0,883052.0,57029.0,506336.0,319687.0,75038.0,187105.0,,1184551.0,37976.0,,140724.0,山西省,晋中市,昔阳县
和顺县,14.72,2250.0,580946.0,36704.0,289904.0,254338.0,60058.0,185852.0,,713544.0,39176.0,,140723.0,山西省,晋中市,和顺县
左权县,16.8,2020.0,563424.0,41869.0,267435.0,254120.0,49234.0,186939.0,,875156.0,33904.0,,140722.0,山西省,晋中市,左权县
榆社县,14.1,1701.0,354739.0,50693.0,115611.0,188435.0,36669.0,213444.0,,464228.0,25159.0,,140721.0,山西省,晋中市,榆社县
兴县,29.11,3166.0,1131700.0,36400.0,822700.0,272600.0,177019.0,431153.0,,866079.0,39061.836,,141123.0,山西省,吕梁市,兴县
岚县,18.13,1513.0,492533.0,35977.0,302282.0,154274.0,55306.0,179990.0,,544816.0,27020.094,,141127.0,山西省,吕梁市,岚县
交城县,23.94,1827.0,914326.0,37952.0,624710.0,251664.0,70716.0,189729.0,,1171978.0,38167.661,,141122.0,山西省,吕梁市,交城县
文水县,44.04,1069.0,749180.0,143717.0,244225.0,361238.0,35114.0,239595.0,,1505097.0,16692.102,,141121.0,山西省,吕梁市,文水县
汾阳市,43.73,1179.0,2047890.0,77166.0,1197893.0,772831.0,162349.0,320900.0,,2166930.0,46741.546,,141182.0,山西省,吕梁市,汾阳市
孝义市,49.28,938.0,3197652.0,82197.0,1984241.0,1131214.0,289237.0,359591.0,,4151863.0,64720.758,,141181.0,山西省,吕梁市,孝义市
柳林县,33.25,1287.0,2045520.0,36618.0,1431110.0,577792.0,287588.0,397103.0,,1409768.0,61460.361,,141125.0,山西省,吕梁市,柳林县
中阳县,14.71,1439.0,1075217.0,31218.0,818441.0,225558.0,117404.0,193028.0,,815401.0,72768.528,,141129.0,山西省,吕梁市,中阳县
石楼县,11.64,1735.0,148111.0,37483.0,3556.0,107072.0,5169.0,220562.0,,276617.0,12000.344,,141126.0,山西省,吕梁市,石楼县
交口县,12.44,1258.0,554446.0,38562.0,377404.0,138480.0,68103.0,129879.0,,632930.0,44000.482,,141130.0,山西省,吕梁市,交口县
临县,59.85,2977.0,889719.0,84160.0,398324.0,407235.0,78896.0,554435.0,,1082272.0,14968.976,,141124.0,山西省,吕梁市,临县
方山县,14.89,1434.0,505869.0,31633.0,351708.0,122528.0,51000.0,161232.0,,340263.0,33783.642,,141128.0,山西省,吕梁市,方山县
吕梁市离石区,34.07,1324.0,1373410.0,23385.0,477403.0,872622.0,146126.0,244805.0,,2966986.0,40370.732,,141102.0,山西省,吕梁市,离石区
临汾市尧都区,99.25,,3337731.942,80339.5,654026.034,2603366.41,182923.0,449415.0,,,33691.459,,141002.0,山西省,临汾市,尧都区
侯马市,25.04,220.0,1152131.0,35521.0,265499.0,851111.0,52923.0,177188.0,,1630645.0,45832.974,,141081.0,山西省,临汾市,侯马市
曲沃县,24.87,437.0,1102964.0,156310.0,622061.0,324593.0,42883.0,186800.0,,911047.0,44189.62,,141021.0,山西省,临汾市,曲沃县
翼城县,32.35,1168.0,713507.0,105579.0,180398.0,427530.0,33196.0,213899.0,,1161731.0,21947.807,,141022.0,山西省,临汾市,翼城县
襄汾县,46.16,1031.0,1258485.0,141161.0,577957.0,539367.0,75502.0,311593.0,,1815863.0,27618.933,,141023.0,山西省,临汾市,襄汾县
洪洞县,76.48,1495.0,1514975.0,99455.0,693684.0,721836.0,97092.0,385804.0,,2113547.0,19746.137,,141024.0,山西省,临汾市,洪洞县
霍州市,29.47,765.0,797037.0,33652.0,406342.0,357043.0,54668.0,167921.0,,1361826.0,26989.807,,141082.0,山西省,临汾市,霍州市
古县,9.62,1196.0,499911.0,20770.0,334676.0,144465.0,47691.0,118864.0,,394557.0,52084.736,,141025.0,山西省,临汾市,古县
安泽县,8.57,1960.0,638474.0,40558.0,448268.0,149648.0,66828.0,131578.0,,330764.0,73380.425,,141026.0,山西省,临汾市,安泽县
浮山县,13.15,940.0,414613.0,49204.0,221335.0,144074.0,9255.0,112062.0,,341587.0,31337.552,,141027.0,山西省,临汾市,浮山县
吉县,11.07,1780.0,229370.0,70524.0,70570.0,88276.0,13825.0,138662.0,,284200.0,20498.43,,141028.0,山西省,临汾市,吉县
乡宁县,24.37,2025.0,1315771.0,39445.0,979301.0,297025.0,189760.0,311909.0,,846174.0,54040.094,,141029.0,山西省,临汾市,乡宁县
蒲县,11.21,1513.0,920532.0,22257.0,723277.0,174998.0,118235.0,188155.0,,390229.0,82357.34,,141033.0,山西省,临汾市,蒲县
大宁县,6.73,962.0,94280.0,15865.0,22245.0,56170.0,6199.0,140450.0,,137738.0,13981.798,,141030.0,山西省,临汾市,大宁县
永和县,6.63,1214.0,105649.0,23009.0,17972.0,64668.0,12617.0,138015.0,,164485.0,16242.957,,141032.0,山西省,临汾市,永和县
隰县,10.81,1413.0,187449.0,45606.0,25296.0,116547.0,9565.0,153199.0,,307404.0,16662.588,,141031.0,山西省,临汾市,隰县
汾西县,15.05,875.0,223588.0,31305.0,41245.0,151038.0,8617.0,152404.0,,237261.0,14831.143,,141034.0,山西省,临汾市,汾西县
运城市盐湖区,72.15,,2897834.0,186052.0,701767.0,2010015.0,110139.0,315999.0,,,40478.0,,140802.0,山西省,运城市,盐湖区
永济市,46.42,1208.0,1268814.0,243988.0,384008.0,640818.0,48507.0,261836.0,,1476478.0,26789.0,,140881.0,山西省,运城市,永济市
芮城县,41.23,1176.0,938127.0,270977.0,213291.0,453859.0,36563.0,204715.0,,940766.0,21893.0,,140830.0,山西省,运城市,芮城县
临猗县,59.58,1362.0,1401024.0,463843.0,224839.0,712342.0,26378.0,261208.0,,1462133.0,23967.0,,140821.0,山西省,运城市,临猗县
绛县,29.29,978.0,629553.0,105564.0,182143.0,341846.0,14735.0,179335.0,,902849.0,20878.0,,140826.0,山西省,运城市,绛县
河津市,41.44,593.0,2506408.0,90814.0,1514684.0,900910.0,158100.0,294317.0,,1758049.0,60389.0,,140882.0,山西省,运城市,河津市
新绛县,34.81,597.0,1154482.0,193083.0,563035.0,398364.0,56398.0,211592.0,,1106551.0,32834.0,,140825.0,山西省,运城市,新绛县
垣曲县,24.16,1620.0,649618.0,67236.0,254993.0,327389.0,32104.0,205436.0,,878648.0,27079.0,,140827.0,山西省,运城市,垣曲县
闻喜县,42.22,1168.0,1344255.0,137980.0,648325.0,557950.0,60831.0,248845.0,,1458528.0,32812.0,,140823.0,山西省,运城市,闻喜县
万荣县,45.89,1076.0,772803.0,212807.0,167658.0,392338.0,18278.0,237661.0,,1001582.0,16844.0,,140822.0,山西省,运城市,万荣县
稷山县,36.38,686.0,897484.0,156567.0,283939.0,456978.0,28800.0,176546.0,,1009590.0,24068.0,,140824.0,山西省,运城市,稷山县
平陆县,26.9,1174.0,525512.0,114983.0,157435.0,253094.0,28537.0,205611.0,,881870.0,18729.0,,140829.0,山西省,运城市,平陆县
夏县,36.79,1351.0,621879.0,222585.0,96170.0,303124.0,27624.0,197003.0,,882883.0,15884.0,,140828.0,山西省,运城市,夏县
呼伦贝尔市海拉尔区,28.74,1309.0,1815187.0,62483.0,413479.0,1339225.0,87197.0,371746.0,,2767737.0,,697201.1,150702.0,内蒙古自治区,呼伦贝尔市,海拉尔区
满洲里市,17.28,465.0,1486372.0,36707.0,377289.0,1072376.0,74335.0,382729.0,,1674861.0,,82982.2,150781.0,内蒙古自治区,呼伦贝尔市,满洲里市
扎兰屯市,40.43,16785.0,1597492.0,497219.0,543806.0,556467.0,62452.0,409688.0,,1196103.0,,1075725.8,150783.0,内蒙古自治区,呼伦贝尔市,扎兰屯市
牙克石市,32.12,27803.0,1062049.0,246200.0,149290.0,666559.0,31200.0,343100.0,,1601100.0,,126588.8,150782.0,内蒙古自治区,呼伦贝尔市,牙克石市
阿荣旗,31.85,11073.0,962096.0,436653.0,139029.0,386414.0,28281.0,405337.0,,811747.0,,164137.5,150721.0,内蒙古自治区,呼伦贝尔市,阿荣旗
莫力达瓦达斡尔族自治旗,31.64,10356.0,852938.0,521962.0,50302.0,280674.0,30935.0,345948.0,,549358.0,,17411.9,150722.0,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗
根河市,13.07,20010.0,320087.0,53989.0,57744.0,208354.0,7103.0,160636.0,,614243.0,,71916.0,150785.0,内蒙古自治区,呼伦贝尔市,根河市
额尔古纳市,7.92,28958.0,405951.0,170576.0,45242.0,190133.0,15055.0,183801.0,,354716.0,,81872.4,150784.0,内蒙古自治区,呼伦贝尔市,额尔古纳市
鄂伦春自治旗,24.5,54688.0,655112.0,272488.0,32481.0,350143.0,14511.0,331768.0,,879047.0,,73304.1,150723.0,内蒙古自治区,呼伦贝尔市,鄂伦春自治旗
新巴尔虎左旗,4.18,20107.0,244729.0,98020.0,32182.0,114527.0,10354.0,129659.0,,90124.0,,24796.4,150726.0,内蒙古自治区,呼伦贝尔市,新巴尔虎左旗
新巴尔虎右旗,3.52,24840.0,552246.0,147353.0,300238.0,104655.0,36028.0,132428.0,,115509.0,,453760.3,150727.0,内蒙古自治区,呼伦贝尔市,新巴尔虎右旗
陈巴尔虎旗,5.46,17458.0,910710.0,156524.0,600826.0,153360.0,71355.0,176868.0,,182392.0,,982058.9,150725.0,内蒙古自治区,呼伦贝尔市,陈巴尔虎旗
鄂温克族自治旗,13.68,18657.0,1069273.0,90565.0,589761.0,388947.0,73662.0,230028.0,,558311.0,,929045.8,150702.0,内蒙古自治区,呼伦贝尔市,海拉尔区
乌兰浩特市,32.12,2728.0,1764840.0,137171.0,710296.0,917373.0,82874.0,336310.0,,1925643.0,,1528323.5,152201.0,内蒙古自治区,兴安盟,乌兰浩特市
科尔沁右翼前旗,33.2,16964.0,955040.0,466267.0,152682.0,336091.0,31665.0,435329.0,,415076.0,,156784.0,150502.0,内蒙古自治区,通辽市,科尔沁区
突泉县,29.86,4797.0,674294.0,317025.0,124533.0,232736.0,30041.0,320915.0,,570344.0,,164440.0,152224.0,内蒙古自治区,兴安盟,突泉县
扎赉特旗,38.6,11837.0,963897.0,496365.0,89138.0,378394.0,141540.0,488939.0,,767502.0,,114107.4,152223.0,内蒙古自治区,兴安盟,扎赉特旗
科尔沁右翼中旗,25.18,15613.0,648770.0,260468.0,130318.0,257984.0,20549.0,315825.0,,337806.0,,162531.0,152222.0,内蒙古自治区,兴安盟,科尔沁右翼中旗
阿尔山市,4.43,7409.0,193759.0,37204.0,25833.0,130722.0,12604.0,172115.0,,182453.0,,2308.0,152202.0,内蒙古自治区,兴安盟,阿尔山市
通辽市科尔沁区,84.24,3516.0,4379200.0,,,,104412.0,517471.0,,,,2123100.0,150502.0,内蒙古自治区,通辽市,科尔沁区
开鲁县,39.13,4353.0,1272700.0,514600.0,206200.0,551900.0,32152.0,281202.0,,942437.0,,460000.0,150523.0,内蒙古自治区,通辽市,开鲁县
科尔沁左翼中旗,52.01,9573.0,1287500.0,537400.0,252500.0,497600.0,40073.0,464814.0,,548684.0,,253897.9,150502.0,内蒙古自治区,通辽市,科尔沁区
科尔沁左翼后旗,40.11,11500.0,1220500.0,447500.0,242000.0,531000.0,35503.0,366690.0,,541882.0,,370908.0,150522.0,内蒙古自治区,通辽市,科尔沁左翼后旗
奈曼旗,44.58,8135.0,1239900.0,363500.0,310900.0,565500.0,52445.0,449500.0,,829600.0,,373475.4,150525.0,内蒙古自治区,通辽市,奈曼旗
库伦旗,17.74,4709.0,536600.0,187637.0,39400.0,309563.0,10522.0,222578.0,,299470.0,,118035.0,150524.0,内蒙古自治区,通辽市,库伦旗
扎鲁特旗,30.6,16492.0,1314000.0,338900.0,455000.0,520100.0,72850.0,367160.0,,602493.0,,1152670.0,150526.0,内蒙古自治区,通辽市,扎鲁特旗
霍林郭勒市,8.32,585.0,1436300.0,24500.0,1048400.0,363400.0,101181.0,162379.0,,659947.0,,4683900.0,150581.0,内蒙古自治区,通辽市,霍林郭勒市
太仆寺旗,20.57,3426.0,434096.0,134590.0,99652.0,199854.0,18357.0,246564.0,,542410.0,,,152527.0,内蒙古自治区,锡林郭勒盟,太仆寺旗
多伦县,11.18,3864.0,471889.0,100597.0,174049.0,197243.0,27357.0,164994.0,,394583.0,,355728.0,152531.0,内蒙古自治区,锡林郭勒盟,多伦县
正蓝旗,8.44,10206.0,577560.0,83240.0,297786.0,196534.0,31152.0,126784.0,,304325.0,,493291.0,152530.0,内蒙古自治区,锡林郭勒盟,正蓝旗
正镶白旗,7.08,6253.0,267530.0,61386.0,75862.0,130282.0,12949.0,158320.0,,172286.0,,102752.2,152529.0,内蒙古自治区,锡林郭勒盟,正镶白旗
镶黄旗,3.13,5146.0,220958.0,41185.0,99443.0,80330.0,19209.0,85276.0,,99448.0,,84094.0,152528.0,内蒙古自治区,锡林郭勒盟,镶黄旗
苏尼特左旗,3.44,34240.0,262336.0,73630.0,84141.0,104565.0,20682.0,111678.0,,161274.0,,185834.0,152523.0,内蒙古自治区,锡林郭勒盟,苏尼特左旗
西乌珠穆沁旗,8.05,22459.0,1280348.0,159417.0,871340.0,249591.0,203971.0,233786.0,,349749.0,,1750099.0,152526.0,内蒙古自治区,锡林郭勒盟,西乌珠穆沁旗
东乌珠穆沁旗,8.16,47554.0,908932.0,229321.0,395517.0,284094.0,110331.0,243502.0,,513902.0,,462494.0,152525.0,内蒙古自治区,锡林郭勒盟,东乌珠穆沁旗
阿巴嘎旗,4.35,27495.0,349331.0,94431.0,112541.0,142359.0,18844.0,157798.0,,184638.0,,155784.0,152522.0,内蒙古自治区,锡林郭勒盟,阿巴嘎旗
锡林浩特市,19.61,14780.0,2133849.0,180778.0,747029.0,1206042.0,195375.0,276877.0,,2077085.0,,,152502.0,内蒙古自治区,锡林郭勒盟,锡林浩特市
苏尼特右旗,6.67,22455.0,417159.0,64919.0,179322.0,172918.0,21609.0,168099.0,,313798.0,,381131.9,152524.0,内蒙古自治区,锡林郭勒盟,苏尼特右旗
二连浩特市,3.52,4015.0,662500.0,8100.0,92000.0,562400.0,36261.0,231175.0,,604444.0,,60054.4,152501.0,内蒙古自治区,锡林郭勒盟,二连浩特市
乌兰察布市集宁区,31.58,542.0,2108366.0,49520.0,844509.0,1214337.0,127050.0,551456.0,,3405725.0,,1780998.0,150902.0,内蒙古自治区,乌兰察布市,集宁区
察哈尔右翼前旗,21.21,2440.0,778799.0,131364.0,353363.0,294072.0,49865.0,275972.0,,606008.0,,1628921.8,150926.0,内蒙古自治区,乌兰察布市,察哈尔右翼前旗
察哈尔右翼中旗,19.93,4186.0,495262.0,139039.0,178550.0,177673.0,11728.0,241362.0,,389234.0,,235973.0,150927.0,内蒙古自治区,乌兰察布市,察哈尔右翼中旗
察哈尔右翼后旗,20.47,3910.0,655215.0,142830.0,299968.0,212417.0,22103.0,222788.0,,505086.0,,692700.0,150928.0,内蒙古自治区,乌兰察布市,察哈尔右翼后旗
丰镇市,31.04,2722.0,853444.0,108288.0,411092.0,334064.0,47556.0,276939.0,,962046.0,,2442800.0,150981.0,内蒙古自治区,乌兰察布市,丰镇市
凉城县,23.26,3451.0,482980.0,152215.0,121586.0,209179.0,12107.0,273774.0,,598680.0,,329293.1,150925.0,内蒙古自治区,乌兰察布市,凉城县
兴和县,31.74,3518.0,565927.0,119905.0,125056.0,320966.0,16179.0,274415.0,,794454.0,,470882.0,150924.0,内蒙古自治区,乌兰察布市,兴和县
卓资县,19.68,3119.0,505650.0,87422.0,249879.0,168349.0,14357.0,209591.0,,501305.0,,388542.0,150921.0,内蒙古自治区,乌兰察布市,卓资县
四子王旗,21.11,24036.0,589356.0,155790.0,189719.0,243847.0,11968.0,306301.0,,480703.0,,237847.0,150929.0,内蒙古自治区,乌兰察布市,四子王旗
商都县,32.92,4284.0,585189.0,127496.0,161534.0,296159.0,19682.0,304122.0,,681119.0,,442485.0,150923.0,内蒙古自治区,乌兰察布市,商都县
化德县,16.19,2534.0,464088.0,71671.0,228437.0,163980.0,15000.0,189480.0,,425150.0,,847600.0,150922.0,内蒙古自治区,乌兰察布市,化德县
准格尔旗,33.24,7692.0,8200500.0,115100.0,5629200.0,2456200.0,826000.0,901800.0,,3592814.0,,8092300.0,150622.0,内蒙古自治区,鄂尔多斯市,准格尔旗
