县,年末总人口,行政区域土地面积（平方公里）,地区生产总值（万元）,第一产业增加值（万元）,第二产业增加值（万元）,第三产业增加值（万元）,地方财政一般预算收入（万元）（2003年及之前为“地方财政预算内收入”）,地方财政一般预算支出（万元）（2003年及之前为“财政总支出”）,各项税收（万元）,城乡居民储蓄存款余额（万元）,人均地区生产总值（元/人）,规模以上工业总产值（现价）（万元）,adcode,province,city,district
合浦县,94.7,2762.0,3010619.0,1055573.0,659255.0,1295791.0,96318.0,538115.0,,2563074.0,31884.0,,450521.0,广西壮族自治区,北海市,合浦县
北海市海城区,38.43,182.2,4837036.11,271026.87,1920053.11,2645956.13,97658.0,151532.0,,,126740.0,,450502.0,广西壮族自治区,北海市,海城区
北海市银海区,21.14,540.98,1752980.53,458146.78,247129.18,1047704.57,78227.0,149591.0,,,84501.0,,450503.0,广西壮族自治区,北海市,银海区
北海市铁山港区,15.8,503.47,3407041.68,332259.84,2751809.01,322972.83,22931.0,104581.0,,,217009.0,,450512.0,广西壮族自治区,北海市,铁山港区
上思县,21.83,2814.0,733807.0,274638.0,201227.0,257942.0,33506.0,180880.0,,454334.0,33723.0,,450621.0,广西壮族自治区,防城港市,上思县
东兴市,16.54,589.0,807264.0,219780.0,137891.0,449593.0,51467.0,211769.0,,1329380.0,49238.0,,511011.0,四川省,内江市,东兴区
防城港市港口区,18.22,409.95,4201918.76,224901.0,2640515.95,1336501.81,71470.0,145710.0,,,232858.0,,450602.0,广西壮族自治区,防城港市,港口区
防城港市防城区,39.77,2426.28,1285198.96,374841.0,341030.29,569327.67,42673.0,239168.0,,,32418.0,,450603.0,广西壮族自治区,防城港市,防城区
浦北县,78.51,2526.0,2051242.0,446759.0,679479.0,925004.0,60058.0,444128.0,,1585500.0,26204.0,,450722.0,广西壮族自治区,钦州市,浦北县
灵山县,123.33,3558.0,2747328.0,818851.0,501211.0,1427266.0,82397.0,592420.0,,2390966.0,22328.0,,450721.0,广西壮族自治区,钦州市,灵山县
钦州市钦南区,58.36,2595.66,3090820.53,750927.0,588699.58,1751193.95,53580.0,232159.0,,,53207.0,,450702.0,广西壮族自治区,钦州市,钦南区
钦州市钦北区,72.21,2217.17,3305683.02,626188.0,1122970.26,1556524.76,50079.0,324862.0,,,45906.0,,450703.0,广西壮族自治区,钦州市,钦北区
平南县,120.33,2984.0,2726360.0,653025.0,814120.0,1259215.0,112311.0,705038.0,,2686236.0,22704.0,,450821.0,广西壮族自治区,贵港市,平南县
桂平市,159.7,4071.0,3429050.0,746289.0,1061810.0,1620951.0,110603.0,817748.0,,3645454.0,21501.0,,450881.0,广西壮族自治区,贵港市,桂平市
贵港市港北区,63.34,1096.55,3326342.95,227935.0,1229902.66,1868505.29,100716.0,253813.0,,,52745.0,,450802.0,广西壮族自治区,贵港市,港北区
贵港市港南区,55.49,1099.08,1408896.79,237133.0,528574.68,643189.11,57457.0,241322.0,,,25484.0,,450803.0,广西壮族自治区,贵港市,港南区
贵港市覃塘区,44.22,1352.24,1684650.55,289147.0,963534.22,431969.33,86481.0,263593.0,,,38214.0,,450804.0,广西壮族自治区,贵港市,覃塘区
容县,67.72,2255.0,1737793.0,448140.0,438788.0,850865.0,108125.0,466536.0,,2277018.0,25711.0,,450921.0,广西壮族自治区,玉林市,容县
博白县,142.6,3830.0,2789764.0,885769.0,640876.0,1263119.0,116996.0,774408.0,,2810460.0,19602.0,,450923.0,广西壮族自治区,玉林市,博白县
陆川县,81.18,1554.0,1963774.0,401205.0,528979.0,1033590.0,115698.0,551038.0,,1837201.0,24240.0,,450922.0,广西壮族自治区,玉林市,陆川县
北流市,121.53,2452.0,3089489.0,578230.0,952896.0,1558363.0,173790.0,716676.0,,3170998.0,25480.0,,450981.0,广西壮族自治区,玉林市,北流市
兴业县,59.43,1468.0,1549923.0,432400.0,478104.0,639419.0,85852.0,381353.0,,1340211.0,26137.0,,450924.0,广西壮族自治区,玉林市,兴业县
玉林市玉州区,74.79,435.53,4800975.27,201461.0,1344465.26,3255049.01,161183.0,297126.0,,,64456.0,,450902.0,广西壮族自治区,玉林市,玉州区
玉林市福绵区,40.53,828.99,913002.28,286201.0,312302.55,314498.73,34802.0,217654.0,,,22591.0,,450903.0,广西壮族自治区,玉林市,福绵区
昭平县,36.06,3224.0,878689.0,251899.0,224306.0,402484.0,28036.0,389864.0,,710768.0,24634.0,,451121.0,广西壮族自治区,贺州市,昭平县
钟山县,37.31,1472.0,1116883.0,192247.0,356705.0,567931.0,36162.0,395202.0,,982899.0,30016.0,,451122.0,广西壮族自治区,贺州市,钟山县
富川瑶族自治县,27.47,1540.0,887884.0,284861.0,306883.0,296140.0,33399.0,292379.0,,755078.0,32422.0,,451123.0,广西壮族自治区,贺州市,富川瑶族自治县
贺州市八步区,65.85,3667.0,2492116.0,364059.0,870324.0,1257733.0,86071.0,348936.0,,2723796.0,38244.0,,451102.0,广西壮族自治区,贺州市,八步区
贺州市平桂区,41.84,,1601100.0,249699.0,690548.31,660852.69,46832.0,292396.0,,,38388.0,,451103.0,广西壮族自治区,贺州市,平桂区
百色市田阳区,33.26,2373.0,1496517.0,381093.0,701890.0,413534.0,76006.0,347457.0,,800816.0,45117.0,,451003.0,广西壮族自治区,百色市,田阳区
田东县,38.03,2811.0,1482500.0,402682.0,552453.0,527365.0,75440.0,342216.0,,997385.0,39070.0,,451022.0,广西壮族自治区,百色市,田东县
平果市,46.5,2457.0,1788271.0,207252.0,877461.0,703558.0,180466.0,432688.0,,1140568.0,38544.0,,451082.0,广西壮族自治区,百色市,平果市
德保县,31.12,2575.0,873105.0,125960.0,439814.0,307331.0,73212.0,374530.0,,526311.0,28119.0,,451024.0,广西壮族自治区,百色市,德保县
靖西市,52.63,3326.0,1224229.0,181486.0,529400.0,513343.0,157830.0,643976.0,,1018462.0,23301.0,,451081.0,广西壮族自治区,百色市,靖西市
那坡县,16.37,2223.0,394214.0,92606.0,75880.0,225728.0,30199.0,327000.0,,357851.0,24163.0,,451026.0,广西壮族自治区,百色市,那坡县
凌云县,19.8,2047.0,449730.0,105163.0,121171.0,223396.0,17494.0,292224.0,,389685.0,22777.0,,451027.0,广西壮族自治区,百色市,凌云县
乐业县,15.79,2633.0,285438.0,96189.0,47118.0,142131.0,16217.0,245729.0,,269339.0,18135.0,,451028.0,广西壮族自治区,百色市,乐业县
田林县,23.64,5524.0,624254.0,214767.0,176127.0,233360.0,29805.0,320873.0,,489541.0,26479.0,,451029.0,广西壮族自治区,百色市,田林县
隆林各族自治县,36.15,3518.0,551573.0,144125.0,107645.0,299803.0,34814.0,410265.0,,619610.0,15283.0,,451031.0,广西壮族自治区,百色市,隆林各族自治县
西林县,14.84,2997.0,324398.0,141937.0,48699.0,133762.0,34814.0,410265.0,,242359.0,21934.0,,451030.0,广西壮族自治区,百色市,西林县
百色市右江区,40.61,3718.0,3132454.0,358498.0,1379420.0,1394536.0,233547.0,837638.0,,1975682.0,77373.0,,451002.0,广西壮族自治区,百色市,右江区
河池市宜州区,59.0,3857.0,1227815.0,493493.0,212611.0,521711.0,48325.0,341950.0,,1520076.0,20855.0,,451203.0,广西壮族自治区,河池市,宜州区
罗城仫佬族自治县,31.41,2651.0,563773.0,226055.0,44395.0,293323.0,30092.0,348861.0,,741816.0,17983.0,,451225.0,广西壮族自治区,河池市,罗城仫佬族自治县
环江毛南族自治县,28.46,4553.0,555954.0,205955.0,93429.0,256570.0,43342.0,358368.0,,753180.0,19572.0,,451226.0,广西壮族自治区,河池市,环江毛南族自治县
南丹县,29.59,3905.0,987695.0,150869.0,558518.0,278308.0,67491.0,290016.0,,686430.0,33470.0,,451221.0,广西壮族自治区,河池市,南丹县
天峨县,16.5,3184.0,667209.0,92957.0,405915.0,168337.0,30477.0,186146.0,,331247.0,40560.0,,451222.0,广西壮族自治区,河池市,天峨县
凤山县,17.22,1730.0,280351.0,72951.0,31838.0,175562.0,20815.0,280709.0,,328334.0,16333.0,,451223.0,广西壮族自治区,河池市,凤山县
东兰县,22.66,2437.0,415122.0,97803.0,39600.0,277719.0,15812.0,306490.0,,526017.0,18376.0,,451224.0,广西壮族自治区,河池市,东兰县
巴马瑶族自治县,23.8,1976.0,756642.0,130013.0,246912.0,379717.0,36876.0,339165.0,,505629.0,31899.0,,451227.0,广西壮族自治区,河池市,巴马瑶族自治县
都安瑶族自治县,54.28,4088.0,672986.0,149438.0,98155.0,425393.0,33207.0,584402.0,,908252.0,12421.0,,451228.0,广西壮族自治区,河池市,都安瑶族自治县
大化瑶族自治县,38.14,2750.0,717500.0,112296.0,303182.0,302022.0,38275.0,408756.0,,633267.0,18864.0,,451229.0,广西壮族自治区,河池市,大化瑶族自治县
河池市金城江区,35.3,2346.0,1942703.0,158285.0,442694.0,1341724.0,30548.0,176568.0,,1582475.0,55214.0,,451202.0,广西壮族自治区,河池市,金城江区
象州县,30.26,1918.0,803400.0,286600.0,130700.0,386100.0,54918.0,246689.0,,711238.0,26629.0,,451322.0,广西壮族自治区,来宾市,象州县
武宣县,37.53,1704.0,1010587.0,296652.0,229115.0,484820.0,67101.0,316624.0,,884474.0,26989.0,,451323.0,广西壮族自治区,来宾市,武宣县
金秀瑶族自治县,13.33,2469.0,401954.0,98675.0,90703.0,212576.0,14804.0,195138.0,,340939.0,30245.0,,451324.0,广西壮族自治区,来宾市,金秀瑶族自治县
忻城县,33.32,2522.0,685299.0,226364.0,132792.0,326143.0,18776.0,287520.0,,588607.0,20620.0,,451321.0,广西壮族自治区,来宾市,忻城县
合山市,11.95,366.0,320408.0,45560.0,106410.0,168438.0,11691.0,110452.0,,316178.0,26857.0,,451381.0,广西壮族自治区,来宾市,合山市
来宾市兴宾区,98.04,4403.0,3360825.0,691095.0,1156319.0,1513411.0,58437.0,360465.0,,1828500.0,34350.0,,451302.0,广西壮族自治区,来宾市,兴宾区
天等县,33.64,2165.0,734061.0,152274.0,160411.0,421376.0,18557.0,367239.0,,715369.0,21857.0,,451425.0,广西壮族自治区,崇左市,天等县
大新县,31.0,2748.0,986743.0,247858.0,314448.0,424437.0,11935.0,289668.0,,833343.0,31892.0,,451424.0,广西壮族自治区,崇左市,大新县
龙州县,22.97,2311.0,870540.0,264152.0,185822.0,420566.0,29033.0,311763.0,,740009.0,38007.0,,451423.0,广西壮族自治区,崇左市,龙州县
宁明县,35.76,3704.0,914834.0,265867.0,231069.0,417898.0,28683.0,353307.0,,864216.0,25644.0,,451422.0,广西壮族自治区,崇左市,宁明县
扶绥县,40.65,2841.0,1485358.0,392774.0,520382.0,572202.0,81768.0,363973.0,,1158978.0,36639.0,,451421.0,广西壮族自治区,崇左市,扶绥县
凭祥市,12.16,645.0,637269.0,60393.0,152233.0,424643.0,45048.0,222192.0,,761986.0,52602.0,,451481.0,广西壮族自治区,崇左市,凭祥市
崇左市江州区,34.85,2918.0,1975798.0,317910.0,572614.0,1085274.0,45376.0,274855.0,,1073104.0,56898.0,,451402.0,广西壮族自治区,崇左市,江州区
文昌市,57.52,2459.0,2570186.0,876408.0,527978.0,1165800.0,138684.0,726441.0,95583.0,2546318.0,44928.0,449082.41,469005.0,,,
琼海市,52.14,1710.0,2832967.0,912134.0,360678.0,1560155.0,149982.0,616270.0,107426.0,2605795.0,54630.0,205243.16,469002.0,,,
万宁市,58.5,4681.0,2355749.0,700037.0,513408.0,1142304.0,150313.0,622736.0,115881.0,1592300.0,40490.0,330118.87,469006.0,,,
定安县,30.1,1197.0,1044176.0,370197.0,172127.0,501852.0,47355.0,341327.0,30204.0,926800.0,34890.0,227394.64,469021.0,海南省,,定安县
屯昌县,27.15,1224.0,856455.0,304507.0,103604.0,448344.0,32488.0,306539.0,15512.0,678000.0,31721.0,44669.27,469022.0,海南省,,屯昌县
澄迈县,49.99,2076.0,3301791.0,855142.0,869006.0,1577643.0,267989.0,767130.0,221824.0,1400272.0,66413.0,1603701.44,469023.0,,,
临高县,45.6,1317.0,1953986.0,1207697.0,135741.0,610548.0,61881.0,570758.0,31770.0,955257.0,43085.0,47512.39,469024.0,海南省,,临高县
儋州市,100.95,3398.8,6168440.0,1369485.0,2306510.0,2492445.0,514845.0,1465820.0,,,61441.0,9118402.86,460400.0,海南省,儋州市,
陵水黎族自治县,33.76,1128.0,1831956.0,495952.0,327468.0,1008536.0,416575.0,727419.0,390584.0,1179500.0,54562.0,97916.66,469028.0,海南省,,陵水黎族自治县
乐东黎族自治县,48.81,2766.0,1443459.0,775483.0,180525.0,487451.0,81011.0,541018.0,37313.0,1282752.0,29738.0,222604.46,469027.0,海南省,,乐东黎族自治县
东方市,43.45,2272.0,1930775.0,484543.0,802129.0,644103.0,151668.0,574500.0,82690.0,832782.0,44684.0,1963802.13,469007.0,,,
昌江黎族自治县,23.61,1620.0,1263176.0,323138.0,526198.0,413840.0,141289.0,323398.0,61630.0,669472.0,53798.0,1196366.43,469026.0,海南省,,昌江黎族自治县
白沙黎族自治县,17.53,2117.0,566435.0,231094.0,59773.0,275568.0,17578.0,434142.0,10140.0,461732.0,32486.0,28609.29,469025.0,海南省,,白沙黎族自治县
琼中黎族苗族自治县,18.22,2704.0,574789.0,206792.0,86079.0,281918.0,30030.0,384072.0,12745.0,660527.0,31721.0,56099.68,469030.0,海南省,,琼中黎族苗族自治县
保亭黎族苗族自治县,15.45,1153.0,557100.0,193446.0,64692.0,298962.0,47756.0,317703.0,19829.0,634036.0,36258.0,23060.75,469029.0,海南省,,保亭黎族苗族自治县
五指山市,10.83,1144.0,340048.0,70580.0,70669.0,198799.0,32272.0,293259.0,18528.0,448654.0,31573.0,32876.64,469001.0,,,
重庆市万州区,165.01,,9209134.0,833134.0,2639272.0,5736728.0,533600.0,1329500.0,,9369000.0,55854.0,,500101.0,重庆市,重庆市,万州区
重庆市涪陵区,117.03,,11786614.0,722836.0,6508583.0,4555195.0,544400.0,1269000.0,,5089400.0,100814.0,,500102.0,重庆市,重庆市,涪陵区
重庆市渝中区,66.24,,13013485.0,,1222724.0,11790761.0,419000.0,742800.0,,9076200.0,196816.0,,500103.0,重庆市,重庆市,渝中区
重庆市大渡口区,36.2,,2535552.0,9953.0,985277.0,1540322.0,231600.0,380800.0,,2954400.0,70530.0,,500104.0,重庆市,重庆市,大渡口区
重庆市江北区,90.28,,12400715.0,10561.0,2853264.0,9536890.0,733300.0,1003600.0,,8714800.0,138718.0,,500105.0,重庆市,重庆市,江北区
重庆市沙坪坝区,116.5,,9767809.0,40663.0,3141375.0,6585771.0,568000.0,1043600.0,,9750700.0,84314.0,,500106.0,重庆市,重庆市,沙坪坝区
重庆市九龙坡区,123.3,,14628804.0,65723.0,5125041.0,9438040.0,635200.0,1021300.0,,10766100.0,119030.0,,500107.0,重庆市,重庆市,九龙坡区
重庆市南岸区,92.8,,7705829.0,38682.0,2944977.0,4722170.0,573800.0,982600.0,,8133800.0,83850.0,,500108.0,重庆市,重庆市,南岸区
重庆市北碚区,81.6,,6059446.0,158590.0,3099792.0,2801064.0,305600.0,671900.0,,5083600.0,74486.0,,500109.0,重庆市,重庆市,北碚区
重庆市渝北区,168.35,,18482431.0,251929.0,5623435.0,12607067.0,756700.0,1198700.0,,17803200.0,110501.0,,500112.0,重庆市,重庆市,渝北区
重庆市巴南区,109.12,,8748221.0,445616.0,3471993.0,4830612.0,516000.0,928600.0,,5927300.0,80281.0,,500113.0,重庆市,重庆市,巴南区
重庆市黔江区,48.59,,2294432.0,271909.0,757785.0,1264738.0,225900.0,641400.0,,1745400.0,47318.0,,500114.0,重庆市,重庆市,黔江区
重庆市开州区,118.15,3967.0,5055918.0,722447.0,2105669.0,2227802.0,252617.0,966582.0,,5496709.0,42800.0,,500154.0,重庆市,重庆市,开州区
重庆市江津区,139.8,3218.0,10367418.0,1026229.0,5944983.0,3396206.0,654906.0,1389442.0,,7261897.0,74452.0,,500116.0,重庆市,重庆市,江津区
重庆市合川区,143.18,2344.0,9125078.0,900469.0,4319665.0,3904944.0,415329.0,1061572.0,,6629269.0,64284.0,,500117.0,重庆市,重庆市,合川区
重庆市永川区,114.31,1576.0,9526902.0,676431.0,5155042.0,3695429.0,714798.0,1096297.0,,5087609.0,83383.0,,500118.0,重庆市,重庆市,永川区
重庆市綦江区,110.47,2748.0,6727328.0,686283.0,3054746.0,2986299.0,523422.0,1070576.0,,4733556.0,61941.0,,500110.0,重庆市,重庆市,綦江区
重庆市长寿区,86.2,1424.0,7012350.0,518466.0,4028239.0,2465645.0,351770.0,740601.0,,4278135.0,81681.0,,500115.0,重庆市,重庆市,长寿区
重庆市潼南区,72.59,1583.0,4510757.0,660150.0,2036007.0,1814600.0,202339.0,764508.0,,2936018.0,62368.0,,500152.0,重庆市,重庆市,潼南区
重庆市铜梁区,72.62,1340.0,6165580.0,481221.0,3441911.0,2242448.0,319632.0,772806.0,,3880162.0,84914.0,,500151.0,重庆市,重庆市,铜梁区
重庆市大足区,78.9,1436.0,6458347.0,526585.0,3579727.0,2352035.0,389395.0,1316597.0,,3124000.0,81876.0,,500111.0,重庆市,重庆市,大足区
重庆市荣昌区,72.03,1077.0,6525398.0,542673.0,3428696.0,2554029.0,279689.0,919845.0,,2978125.0,90889.0,,500153.0,重庆市,重庆市,荣昌区
重庆市璧山区,75.5,915.0,6810180.0,333662.0,3574020.0,2902498.0,500420.0,874669.0,,3815738.0,90621.0,,500120.0,重庆市,重庆市,璧山区
重庆市梁平区,65.8,1890.0,4641486.0,505159.0,2384295.0,1752032.0,203193.0,768862.0,,3545011.0,70749.0,,500155.0,重庆市,重庆市,梁平区
城口县,18.55,3289.0,524980.0,105218.0,95203.0,324559.0,43483.0,446297.0,,695290.0,28385.0,,500229.0,重庆市,重庆市,城口县
重庆市南川区,60.27,2602.0,3339519.0,544861.0,1184668.0,1609990.0,232434.0,658628.0,,2546900.0,55948.0,,500119.0,重庆市,重庆市,南川区
丰都县,59.27,2901.0,3058346.0,399785.0,1297730.0,1360831.0,223572.0,706151.0,,2874323.0,51929.0,,500230.0,重庆市,重庆市,丰都县
垫江县,72.0,1518.0,4168586.0,507755.0,1964339.0,1696492.0,166652.0,703255.0,,3042344.0,58638.0,,500231.0,重庆市,重庆市,垫江县
重庆市武隆区,35.52,2889.0,2096598.0,259559.0,785386.0,1051653.0,118726.0,489662.0,,1429995.0,59613.0,,500156.0,重庆市,重庆市,武隆区
忠县,75.39,2187.0,3969367.0,475297.0,1731899.0,1762171.0,186691.0,662571.0,,3753938.0,53184.0,,500233.0,重庆市,重庆市,忠县
云阳县,92.66,3649.0,4312462.0,555863.0,1593931.0,2162668.0,160270.0,842743.0,,3712898.0,46420.0,,500235.0,重庆市,重庆市,云阳县
奉节县,73.98,4098.0,3034171.0,509571.0,1187700.0,1336900.0,147630.0,856336.0,,2407000.0,41194.0,,500236.0,重庆市,重庆市,奉节县
巫山县,44.53,2958.0,1729677.0,291739.0,508254.0,929684.0,105168.0,671700.0,,1511855.0,38778.0,,500237.0,重庆市,重庆市,巫山县
巫溪县,38.49,4030.0,1075775.0,231804.0,264465.0,579506.0,76780.0,578949.0,,1318663.0,28011.0,,500238.0,重庆市,重庆市,巫溪县
石柱土家族自治县,37.9,3014.0,1593842.0,269348.0,445312.0,879182.0,100158.0,524655.0,,1888281.0,42109.0,,500240.0,重庆市,重庆市,石柱土家族自治县
彭水苗族土家族自治县,47.85,3903.0,2222796.0,319422.0,788599.0,1114775.0,135237.0,728504.0,,1717921.0,45973.0,,500243.0,重庆市,重庆市,彭水苗族土家族自治县
酉阳土家族苗族自治县,54.65,5173.0,1867200.0,345400.0,351300.0,1170500.0,101900.0,721093.0,,1918764.0,34148.0,,500242.0,重庆市,重庆市,酉阳土家族苗族自治县
秀山土家族苗族自治县,48.69,2453.0,2830091.0,269125.0,1234022.0,1326944.0,103736.0,573042.0,,1573399.0,58196.0,,500241.0,重庆市,重庆市,秀山土家族苗族自治县
成都市锦江区,71.6,,11222356.0,6768.0,1270089.0,9945499.0,881696.0,543801.0,,,157617.0,236152.0,510104.0,四川省,成都市,锦江区
成都市青羊区,85.6,,12839376.0,121.0,1750191.0,11089064.0,928866.0,580607.0,,,150785.0,992532.7,510105.0,四川省,成都市,青羊区
成都市金牛区,122.0,,12896991.0,800.0,2343997.0,10552194.0,876992.0,689073.0,,,105843.0,1142560.2,510106.0,四川省,成都市,金牛区
成都市武侯区,192.5,,27951597.0,91.0,4566128.0,23385378.0,994667.0,777684.0,,,147346.0,18773635.4,510107.0,四川省,成都市,武侯区
成都市成华区,96.0,,10600315.0,438.0,3060479.0,7539398.0,820615.0,765450.0,,,110766.0,1008384.0,510108.0,四川省,成都市,成华区
成都市龙泉驿区,94.6,,13188773.0,350496.0,8170940.0,4667337.0,712708.0,1111704.0,,,141815.0,17704145.1,510112.0,四川省,成都市,龙泉驿区
成都市青白江区,44.0,,5258910.0,188827.0,1614901.0,3455182.0,322782.0,642386.0,,,121034.0,5462146.0,510113.0,四川省,成都市,青白江区
都江堰市,70.3,1208.0,4245125.0,337561.0,1450276.0,2457288.0,304674.0,474848.0,,4654268.0,60645.0,1834996.7,510181.0,四川省,成都市,都江堰市
金堂县,72.0,1156.0,4404358.0,587065.0,1716587.0,2100706.0,355037.0,671233.0,,3277840.0,61428.0,2118282.6,510121.0,四川省,成都市,金堂县
成都市双流区,151.5,1067.0,15243393.0,418246.0,4053191.0,10771956.0,1403940.0,2537848.0,,16057074.0,102305.0,12782896.9,510116.0,四川省,成都市,双流区
成都市温江区,54.5,276.0,5955681.0,222971.0,2186574.0,3546136.0,451041.0,567494.0,,5072554.0,111530.0,4261416.3,510115.0,四川省,成都市,温江区
成都市郫都区,86.6,437.0,11882051.0,285809.0,6600454.0,4995788.0,500317.0,1463871.0,,10831951.0,137923.0,25059277.5,510117.0,四川省,成都市,郫都区
成都市新都区,91.8,497.0,8248003.0,349972.0,2687357.0,5210674.0,600835.0,885853.0,,7414092.0,90439.0,4832111.0,510114.0,四川省,成都市,新都区
彭州市,78.1,1421.0,5254836.0,633268.0,2827668.0,1793900.0,357121.0,508769.0,,4656174.0,67413.0,7717544.9,510182.0,四川省,成都市,彭州市
崇州市,66.7,1090.0,3811099.0,443775.0,1788695.0,1578629.0,260614.0,441334.0,,4164600.0,57224.0,4234614.4,510184.0,四川省,成都市,崇州市
大邑县,51.5,1284.0,2856878.0,420569.0,1127692.0,1308617.0,150581.0,327510.0,,2869845.0,55690.0,3016140.2,510129.0,四川省,成都市,大邑县
邛崃市,62.0,1377.0,3307307.0,472671.0,1375555.0,1459081.0,251048.0,502701.0,,3379091.0,53387.0,2562186.7,510183.0,四川省,成都市,邛崃市
蒲江县,26.1,583.0,1678220.0,232932.0,587682.0,857606.0,100626.0,248388.0,,1502916.0,64300.0,1414630.0,510131.0,四川省,成都市,蒲江县
新津县,33.7,330.0,3747197.0,214756.0,1591923.0,1940518.0,275986.0,340783.0,,2369139.0,112192.0,3748474.0,,,,
自贡市自流井区,54.4,,3550278.0,64582.0,953664.0,2532032.0,67488.0,156802.0,,,67624.0,1225071.0,510302.0,四川省,自贡市,自流井区
自贡市贡井区,29.3,,1421198.0,222556.0,640027.0,558615.0,24528.0,156630.0,,,48588.0,1181497.0,510303.0,四川省,自贡市,贡井区
自贡市大安区,40.2,,1652940.0,191897.0,819408.0,641635.0,43006.0,176951.0,,,39734.0,1135239.0,510304.0,四川省,自贡市,大安区
自贡市沿滩区,37.6,,2176248.0,223569.0,1211291.0,741388.0,40695.0,167997.0,,,56970.0,3162047.0,510311.0,四川省,自贡市,沿滩区
荣县,55.2,1605.0,2199528.0,691467.0,722612.0,785449.0,62654.0,328279.0,,2323527.0,40284.0,1709155.0,510321.0,四川省,自贡市,荣县
富顺县,75.5,1342.0,3284754.0,629567.0,1380004.0,1275183.0,108419.0,476488.0,,3298981.0,43249.0,3459230.0,510322.0,四川省,自贡市,富顺县
攀枝花市东区,36.5,,4324933.0,23720.0,2345065.0,1956148.0,69028.0,159712.0,,,115486.0,7521440.0,510402.0,四川省,攀枝花市,东区
攀枝花市西区,13.7,,819987.0,26191.0,581368.0,212428.0,17592.0,76092.0,,,58571.0,1955508.0,510403.0,四川省,攀枝花市,西区
攀枝花市仁和区,28.0,,2230129.0,274956.0,1276229.0,678944.0,95216.0,178377.0,,,80220.0,4592188.6,510411.0,四川省,攀枝花市,仁和区
米易县,23.1,2105.0,1488279.0,319495.0,627455.0,541329.0,106028.0,214366.0,,781813.0,64150.0,1593163.5,510421.0,四川省,攀枝花市,米易县
盐边县,20.1,3289.0,1238021.0,272441.0,677325.0,288255.0,70045.0,174911.0,,445231.0,61747.0,1739345.8,510422.0,四川省,攀枝花市,盐边县
泸州市江阳区,62.9,,6002541.0,250809.0,3033442.0,2718290.0,252297.0,547253.0,,,96118.0,4246608.0,510502.0,四川省,泸州市,江阳区
泸州市龙马潭区,40.1,,3585208.0,111335.0,1967178.0,1506695.0,168008.0,337868.0,,,91227.0,6165816.0,510504.0,四川省,泸州市,龙马潭区
泸县,85.0,1525.0,3784465.0,552961.0,2066327.0,1165177.0,158849.0,521773.0,,3282508.0,43954.0,3996173.0,510521.0,四川省,泸州市,泸县
泸州市纳溪区,47.0,,1912538.0,255288.0,959023.0,698227.0,111583.0,295050.0,,,40736.0,2677003.0,510503.0,四川省,泸州市,纳溪区
合江县,70.6,2414.0,2431662.0,404062.0,1088524.0,939076.0,92569.0,437763.0,,2833021.0,34492.0,1557919.0,510522.0,四川省,泸州市,合江县
叙永县,58.3,2973.0,1373355.0,312456.0,416571.0,644328.0,81345.0,458742.0,,1325990.0,23577.0,499487.0,510524.0,四川省,泸州市,叙永县
古蔺县,69.0,3184.0,1722860.0,282907.0,687548.0,752405.0,165008.0,544565.0,,1119709.0,24933.0,1633832.0,510525.0,四川省,泸州市,古蔺县
德阳市旌阳区,76.8,,6822320.0,352203.0,3255369.0,3214748.0,140783.0,258368.0,,,89297.0,10142773.0,510603.0,四川省,德阳市,旌阳区
广汉市,60.3,549.0,4339666.0,358096.0,2387302.0,1594268.0,214205.0,349421.0,,3997458.0,72028.0,8427207.0,510681.0,四川省,德阳市,广汉市
绵竹市,45.8,1246.0,3400768.0,306894.0,1902538.0,1191336.0,210271.0,361163.0,,2227387.0,74091.0,6004717.0,510683.0,四川省,德阳市,绵竹市
中江县,107.9,2200.0,3792382.0,812263.0,1570380.0,1409739.0,107150.0,559594.0,,3914220.0,35180.0,3615484.0,510623.0,四川省,德阳市,中江县
什邡市,42.2,820.0,3585961.0,316868.0,1912583.0,1356510.0,194202.0,373700.0,,2351240.0,85380.0,4320081.3,510682.0,四川省,德阳市,什邡市
德阳市罗江区,23.1,448.0,1418006.0,199686.0,815765.0,402555.0,42303.0,162001.0,,922612.0,61787.0,4006354.0,510604.0,四川省,德阳市,罗江区
绵阳市涪城区,96.1,,10250627.0,232802.0,4741120.0,5276705.0,214830.0,362310.0,,,107449.0,9407124.2,510704.0,四川省,绵阳市,游仙区
绵阳市游仙区,52.5,,3818263.0,321440.0,1479086.0,2017737.0,104937.0,320726.0,,,72937.0,4620134.7,510704.0,四川省,绵阳市,游仙区
江油市,78.7,2720.0,4562868.0,503590.0,1952167.0,2107111.0,227240.0,585366.0,,4272223.0,57978.0,5236627.3,510781.0,四川省,绵阳市,江油市
绵阳市安州区,39.4,1181.0,1855343.0,280097.0,848753.0,726493.0,73984.0,274479.0,,1724182.0,47150.0,2987235.2,510705.0,四川省,绵阳市,安州区
梓潼县,30.9,1444.0,1383405.0,298812.0,451247.0,633346.0,30020.0,232062.0,,1143302.0,44770.0,599505.6,510725.0,四川省,绵阳市,梓潼县
平武县,16.0,5946.0,541524.0,92152.0,197033.0,252339.0,28502.0,175103.0,,544792.0,33951.0,318229.6,510727.0,四川省,绵阳市,平武县
